Index,Review,Result,Aspect,Opinion,FOOD#STYLE&OPTIONS,FOOD#QUALITY,AMBIENCE#GENERAL,RESTAURANT#GENERAL,SERVICE#GENERAL,FOOD#PRICES,RESTAURANT#PRICES,LOCATION#GENERAL,RESTAURANT#MISCELLANEOUS,DRINKS#STYLE&OPTIONS,DRINKS#PRICES,DRINKS#QUALITY
#2673,quán hàng chất_lượng nha ốc xịn tươi mập_ú đa_dạng quán rộng_rãi thoáng mát lắm gia_đình phục_vụ lẹ_làng nhanh_chóng đứa tầm giá đi đông share đỡ,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive'], ['AMBIENCE#GENERAL', 'positive'], ['SERVICE#GENERAL', 'positive'], ['RESTAURANT#PRICES', 'neutral']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'AMBIENCE#GENERAL', 'SERVICE#GENERAL', 'RESTAURANT#PRICES']","['positive', 'positive', 'positive', 'positive', 'neutral']",1.0,1.0,1.0,-0.5,1.0,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2674,tiếng hàn đọc pipimnaengmyeong món ưa_thích mùa hè nóng_bức ng hàn kèm thịt nướng_nửa trái trứng luộc dưa_leo củ_cải uống bò nước_dùng thịt bò luộc nêm gia_vị sợi miến dai dai lạ ăn_cay,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","['positive', 'positive']",1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2675,texas mua combo no nghỉ,"[['RESTAURANT#GENERAL', 'positive']]",['RESTAURANT#GENERAL'],['positive'],-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2676,thaot tiệm bàn ghế đồ lặt_vặt kahc đi ngàng chú_ý dễ_dàng bỏ_qua món bánh_ướt tóp_mỡ ngon cực_kỳ,"[['AMBIENCE#GENERAL', 'neutral'], ['FOOD#QUALITY', 'positive']]","['AMBIENCE#GENERAL', 'FOOD#QUALITY']","['neutral', 'positive']",-0.5,1.0,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2677,thập_cẩm_viên giá viên cảo thịt tôm hẹ củ sắn cục xíu_mại nóng_hổi thổi chụp,"[['FOOD#PRICES', 'neutral'], ['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#QUALITY', 'positive']]","['FOOD#PRICES', 'FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","['neutral', 'positive', 'positive']",1.0,1.0,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2678,ngon mãi mắm_nêm mắm_tôm,"[['FOOD#QUALITY', 'positive']]",['FOOD#QUALITY'],['positive'],-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2679,khen quán bún bún ngon nước_dùng đậm_đà hăng vị mắm thịt heo tôm mực rau tươi ngon tủ nguyên_liệu bún sạch_sẽ hợp vệ_sinh_quán đèn sáng_sủa rộng_rãi thoáng mát nhân_viên nhiệt_tình dễ_thương lắm giá mắc đi giá,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive'], ['AMBIENCE#GENERAL', 'positive'], ['SERVICE#GENERAL', 'positive'], ['RESTAURANT#PRICES', 'positive']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'AMBIENCE#GENERAL', 'SERVICE#GENERAL', 'RESTAURANT#PRICES']","['positive', 'positive', 'positive', 'positive', 'positive']",1.0,1.0,1.0,-0.5,1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5
#2680,chủ quán bảo cơ_sở nộm lvd toàn ăn_ở hàm_long quên vị nộm bờ hồ dư lào so_sánh quán thoáng mát sạch bánh bột lọc ngon nộm hơi nhạt quen khẩu_vị đậm_đà bánh_k chiếcnộm giágiá bát nộm chay bột lọc thiệt_hại giá tag,"[['AMBIENCE#GENERAL', 'positive'], ['FOOD#QUALITY', 'positive'], ['FOOD#PRICES', 'neutral']]","['AMBIENCE#GENERAL', 'FOOD#QUALITY', 'FOOD#PRICES']","['positive', 'positive', 'neutral']",-0.5,1.0,1.0,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2681,ngon bánh_cuốn hà_nội đĩa giá chả bánh_nhân đầy_đặn vỏ bánh_mềm nóng bình nước_mắm cạnh tưởng nhầm bình trà đá h tối lận hôm muộn rẽ,"[['FOOD#QUALITY', 'positive'], ['FOOD#PRICES', 'neutral'], ['RESTAURANT#GENERAL', 'positive']]","['FOOD#QUALITY', 'FOOD#PRICES', 'RESTAURANT#GENERAL']","['positive', 'neutral', 'positive']",-0.5,1.0,-0.5,1.0,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2682,fody quảng_cáo rầm_rộ clip bao lung_linh đi thất_vọng sợ sủi cảo ngọc ngon tiêu_cực,"[['FOOD#QUALITY', 'negative']]",['FOOD#QUALITY'],['negative'],-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2683,kem xôi dừa chỗ ngon chỗ,"[['FOOD#QUALITY', 'positive']]",['FOOD#QUALITY'],['positive'],-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2684,mãi chán siêu ngon kém đi,"[['FOOD#QUALITY', 'neutral']]",['FOOD#QUALITY'],['neutral'],-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2685,khen ráng mò ăn_mặc_dù nhà_quán trường_phái nhậu nhẹt hơi ồn xô_bồ không_gian rộng_rãi máy_lạnh lầu đặt_hàng cua gr cà_ri sốt me khoái sốt cà_ri ăn_béo ngậy thơm mùi cà_ri sốt me hơi chua tí hơi gắt thịt cua gạch giá_cả tạm cua giá v nhân_viên nhanh_nhẹn đồ hơi đợi gửi xe_fre,"[['LOCATION#GENERAL', 'negative'], ['AMBIENCE#GENERAL', 'neutral'], ['FOOD#QUALITY', 'positive'], ['FOOD#PRICES', 'neutral'], ['SERVICE#GENERAL', 'neutral'], ['RESTAURANT#MISCELLANEOUS', 'positive']]","['LOCATION#GENERAL', 'AMBIENCE#GENERAL', 'FOOD#QUALITY', 'FOOD#PRICES', 'SERVICE#GENERAL', 'RESTAURANT#MISCELLANEOUS']","['negative', 'neutral', 'positive', 'neutral', 'neutral', 'positive']",-0.5,1.0,0.5,-0.5,0.5,0.5,-0.5,-1.0,1.0,-0.5,-0.5,-0.5
#2686,phô_mai kiềm,"[['FOOD#QUALITY', 'positive']]",['FOOD#QUALITY'],['positive'],-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2687,quán ghé thử cọng mì ngon kêu thập_cẩm đầy_đủ đồ kim chi bò bò viên tôm đẹp_mắt lắm cấp_độ cay đầu hơi nóng độ cay cảm_giác cay nguội độ cay đi p_s quán thử trà sữa nhá trà sữa ngon,"[['LOCATION#GENERAL', 'positive'], ['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'neutral'], ['DRINKS#QUALITY', 'positive']]","['LOCATION#GENERAL', 'FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'DRINKS#QUALITY']","['positive', 'positive', 'neutral', 'positive']",0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,1.0
#2688,quán góc ngã tư ấn_tượng mắt thử combo t cánh_gà rán kim chi củ_cải trắng khoai_tây chiên vị phô_mai rong biển phô_mai món kèm ấn_tượng lắm miếng gà ngon lớp bột mỏng giòn_rụm thịt chín_tới mềm hôm đi,"[['LOCATION#GENERAL', 'positive'], ['FOOD#QUALITY', 'positive'], ['RESTAURANT#GENERAL', 'positive']]","['LOCATION#GENERAL', 'FOOD#QUALITY', 'RESTAURANT#GENERAL']","['positive', 'positive', 'positive']",-0.5,1.0,-0.5,1.0,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5
#2689,quán khen thử tạm không_gian thoáng phục_vụ dễ_thương toàn trai xinh gái đẹp khoản nè nước_lèo ổn đậm_đà tô bún no huyết bữa chín thất_vọng cục riêu hợp_khẩu_vị riêu thịt cua toàn mùi thịt hơi khó_chịu hoài vị cua buồn cục riêu nhỏ_xíu hơi cứng chán ghé a tích_cực,"[['RESTAURANT#GENERAL', 'neutral'], ['AMBIENCE#GENERAL', 'positive'], ['SERVICE#GENERAL', 'positive'], ['FOOD#QUALITY', 'neutral'], ['FOOD#STYLE&OPTIONS', 'negative']]","['RESTAURANT#GENERAL', 'AMBIENCE#GENERAL', 'SERVICE#GENERAL', 'FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","['neutral', 'positive', 'positive', 'neutral', 'negative']",-1.0,0.5,1.0,0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2690,quán ngọc_chinh vô kiếm chinh rủ đi uống mía mát vô tô bánh_canh cua dĩa quẩy tọng ly sâm đợi quài hổng chinh buồn xá buồn quán ngộ chút ét chạy quạt hơi_nước bự tổ_chảng nhạc đồ ta trưa chui vô phê dzì chi chinh_nửa ngon_lành gòy,"[['AMBIENCE#GENERAL', 'positive']]",['AMBIENCE#GENERAL'],['positive'],-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2691,share nhìu đi thử n lề đườg gửi xe nhìu n đôg nhân_viên phục_vụ kịp đa_phần món cay n lắm ngon,"[['AMBIENCE#GENERAL', 'neutral'], ['SERVICE#GENERAL', 'neutral'], ['FOOD#QUALITY', 'negative']]","['AMBIENCE#GENERAL', 'SERVICE#GENERAL', 'FOOD#QUALITY']","['neutral', 'neutral', 'negative']",-0.5,-1.0,0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2692,thề bé bánh_xèo ngộ đời bánh gấp đôi to bàn_tay xíu nhân tôm giá thịt kèm rau hình rau bánh_xèo giá k thần_hồn trừ món món quán ngon rẻ giá giágiá món vặt thái_độ phục_vụ tệ đứng gọi món lựa lựa hơi nhăn mặt liền wifi nhăn mặt xong bảo wifi yếu lắm quán quán đông bàn ghế nhựa dĩa nhựa tận quán tu_sửa đẹp đông í chả thân_thiện ghé thói_quen,"[['FOOD#STYLE&OPTIONS', 'neutral'], ['FOOD#PRICES', 'positive'], ['FOOD#QUALITY', 'neutral'], ['SERVICE#GENERAL', 'negative'], ['RESTAURANT#MISCELLANEOUS', 'negative'], ['AMBIENCE#GENERAL', 'positive'], ['RESTAURANT#GENERAL', 'positive']]","['FOOD#STYLE&OPTIONS', 'FOOD#PRICES', 'FOOD#QUALITY', 'SERVICE#GENERAL', 'RESTAURANT#MISCELLANEOUS', 'AMBIENCE#GENERAL', 'RESTAURANT#GENERAL']","['neutral', 'positive', 'neutral', 'negative', 'negative', 'positive', 'positive']",0.5,0.5,1.0,1.0,-1.0,1.0,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5
#2693,ảnh quán hàn_quốc mê_mẩn,"[['RESTAURANT#GENERAL', 'positive']]",['RESTAURANT#GENERAL'],['positive'],-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2694,thèm bò né giới_thiệu quán ghé thử không_gian quán thoáng mát thoải_mái lắm bò né ngon thịt mềm thơm mỗi_tội hơi thập_cẩm giá giá hợp_lý món ngon dịp ghé,"[['AMBIENCE#GENERAL', 'positive'], ['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'neutral'], ['FOOD#PRICES', 'positive'], ['RESTAURANT#GENERAL', 'positive']]","['AMBIENCE#GENERAL', 'FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'FOOD#PRICES', 'RESTAURANT#GENERAL']","['positive', 'positive', 'neutral', 'positive', 'positive']",0.5,1.0,1.0,1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2695,thèm mì quảng dắt tui đi mì quảng đi tui yêu sút đời nè h yêu h yêu,"[['FOOD#QUALITY', 'positive']]",['FOOD#QUALITY'],['positive'],-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2696,ảnh hương chụp mấy viên màu cam be_bé xinh_xinh xíu_mại xíu_mại nhấn nổi_bật món hay_ho món món nước_cốt dừa nước_mắm ăn_không ngán sợi bánh tằm vừa_phải to thấm nước_cốt nước_mắm lây xíu thính bì bì vẻ cắt sợi to dai sựt rắc thính thơm lớm thịt khìa khô review nguyên_liệu đậu_phộng mỡ hành rau_thơm giá đỗ góp_phần món màu_sắc hương_vị món chất món dân_dã miền tây tích_cực,"[['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#QUALITY', 'positive']]","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","['positive', 'positive']",1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2697,thèm thèm đi mùi sợ chất_lượng khéo xông tận sản_xuất sạch_sẽ ngon kiểu vui tay_chân mua,"[['FOOD#QUALITY', 'positive'], ['RESTAURANT#GENERAL', 'positive']]","['FOOD#QUALITY', 'RESTAURANT#GENERAL']","['positive', 'positive']",-0.5,1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2698,thèm thịt nướng giá rẻ tạm ổn thịt ba_rọi nướng thịt cháy cạnh thơm ba_rọi mỡ đỡ ngán rau lắm sauce chấm ngon mấy nhà_hàng set kèm chén cơm canh no canh nguội_ngắt panchan đặc_sắc kimchi salad cải nồi già đắng nhân_viên khó_chịu khách_vậy,"[['FOOD#PRICES', 'positive'], ['RESTAURANT#GENERAL', 'neutral'], ['FOOD#STYLE&OPTIONS', 'neutral'], ['FOOD#QUALITY', 'neutral'], ['SERVICE#GENERAL', 'negative']]","['FOOD#PRICES', 'RESTAURANT#GENERAL', 'FOOD#STYLE&OPTIONS', 'FOOD#QUALITY', 'SERVICE#GENERAL']","['positive', 'neutral', 'neutral', 'neutral', 'negative']",0.5,0.5,-0.5,0.5,-1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2699,cảm_nhận fải nằm combo khuyến_mãi c hơi thất_vọng mỳ xào nhìu dầu ngấy bò ướp toàn mùi gia_vị đậm mùi bò i,"[['FOOD#PRICES', 'positive'], ['FOOD#QUALITY', 'negative']]","['FOOD#PRICES', 'FOOD#QUALITY']","['positive', 'negative']",-0.5,-1.0,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2700,quán ổn ngon – không_gian sạch_sẽ phục_vụ gọn – giá rẻ chất_lượng đồng_tiền khuyết_điểm duy_nhất dậy sớm_hôm ăn_ở lỡ trễ coi thèm thức_ăn h quán cơm,"[['RESTAURANT#GENERAL', 'positive'], ['FOOD#QUALITY', 'positive'], ['AMBIENCE#GENERAL', 'positive'], ['SERVICE#GENERAL', 'positive'], ['RESTAURANT#PRICES', 'neutral'], ['RESTAURANT#MISCELLANEOUS', 'negative']]","['RESTAURANT#GENERAL', 'FOOD#QUALITY', 'AMBIENCE#GENERAL', 'SERVICE#GENERAL', 'RESTAURANT#PRICES', 'RESTAURANT#MISCELLANEOUS']","['positive', 'positive', 'positive', 'positive', 'neutral', 'negative']",-0.5,1.0,1.0,1.0,1.0,-0.5,0.5,-0.5,-1.0,-0.5,-0.5,-0.5
#2701,hoàng ty chè khúc bạch ăn_ở đây_viên khúc bạch thơm béo hơi ngon chi nhạn ăn_ở thành thái ngon võ_văn tần ngon ngon,"[['FOOD#QUALITY', 'neutral']]",['FOOD#QUALITY'],['neutral'],-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2702,chỗ chỗ chè khúc bạch_đầu_tiên sg rộ phong_trào hồi ghiền chè chỗ nổi mua ngon sg lan_man mong vị ngon xưa thất_vọng tràn_trề vị nhạt đào mềm dở tiệm chê dở khúc bạch truyền_thống ăn_không vị_béo thơm nhạt nhạt í thất_vọng khuyên vô hương_vị khúc bạch đệ xưa thất_vọng,"[['FOOD#QUALITY', 'negative'], ['RESTAURANT#GENERAL', 'negative']]","['FOOD#QUALITY', 'RESTAURANT#GENERAL']","['negative', 'negative']",-0.5,-1.0,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2703,mk tạm ổnhân_viên chu_đáo ok,"[['RESTAURANT#GENERAL', 'neutral'], ['SERVICE#GENERAL', 'positive']]","['RESTAURANT#GENERAL', 'SERVICE#GENERAL']","['neutral', 'positive']",-0.5,-0.5,-0.5,0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2704,tui quán ngon nhứt đậu công_nhận ngon nóng co gọi kia lạ_miệng truyền_thống phèo sạch hơi ngấy gọi thử bún lá ép chặt rớt tá lả a vừng ăn_đỡ cụt_hứng túm chỗ ngon giá rẻ mắc,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive'], ['RESTAURANT#PRICES', 'positive']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'RESTAURANT#PRICES']","['positive', 'positive', 'positive']",1.0,1.0,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5
#2705,kiểu nướng trứng cút lựa_chọn duy_nhất đành sò điệp hông tươi hơi bở bù mỡ hành đậu_phộng vui_miệng k đau_đớn lắm nha mắc ốc_hương xao,"[['FOOD#STYLE&OPTIONS', 'neutral'], ['FOOD#QUALITY', 'neutral'], ['FOOD#PRICES', 'negative']]","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY', 'FOOD#PRICES']","['neutral', 'neutral', 'negative']",0.5,0.5,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2706,ốc hcm phục_vụ s yêu_kute,"[['RESTAURANT#GENERAL', 'positive'], ['SERVICE#GENERAL', 'positive']]","['RESTAURANT#GENERAL', 'SERVICE#GENERAL']","['positive', 'positive']",-0.5,-0.5,-0.5,1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2707,sasin q mì ngon_ăn cay xé lưỡi kimnbap cuộn chắc_tay cơm bỡ nhân_viên thân_thiện nhiệt_tình bàn ghế rộng_rãi chỗ ép bàn sasin bờ kè nhân_viên,"[['RESTAURANT#GENERAL', 'positive'], ['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive'], ['SERVICE#GENERAL', 'positive'], ['AMBIENCE#GENERAL', 'positive']]","['RESTAURANT#GENERAL', 'FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'SERVICE#GENERAL', 'AMBIENCE#GENERAL']","['positive', 'positive', 'positive', 'positive', 'positive']",1.0,1.0,1.0,1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2708,bún_bò huế sợi to dậy n,"[['FOOD#QUALITY', 'positive'], ['RESTAURANT#MISCELLANEOUS', 'neutral']]","['FOOD#QUALITY', 'RESTAURANT#MISCELLANEOUS']","['positive', 'neutral']",-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5
#2709,món thịt nướng thịt cuộn nấm bạch_tuộc tôm tươi ngon đồng giá có_giá bò nướng thịt mềm thơm lẩu thái lẩu bò hợp_khẩu_vị giá ng,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#PRICES', 'positive']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'FOOD#PRICES']","['positive', 'positive', 'positive']",1.0,1.0,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2710,phomai que ngon rẻ hn nha đồ uống ổn hơi đá lạnh không_gian ok,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#PRICES', 'positive'], ['DRINKS#QUALITY', 'positive'], ['DRINKS#STYLE&OPTIONS', 'neutral'], ['SERVICE#GENERAL', 'positive']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'FOOD#PRICES', 'DRINKS#QUALITY', 'DRINKS#STYLE&OPTIONS', 'SERVICE#GENERAL']","['positive', 'positive', 'positive', 'positive', 'neutral', 'positive']",1.0,1.0,-0.5,-0.5,1.0,1.0,-0.5,-0.5,-0.5,0.5,-0.5,1.0
#2711,phô_mai khác_biệt titi phô_mai béo ngon ngon tảng bò hơi to thịt mềm khoai mua siêu_thị miếng khoai to nha rau kèm ok giòn tươi tầm giá,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive'], ['RESTAURANT#PRICES', 'neutral']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'RESTAURANT#PRICES']","['positive', 'positive', 'neutral']",1.0,1.0,-0.5,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2712,quán đồ ngon đa_dạng sạch menu gà chiên nước_mắm đậm_đà củ_hành củ_hành xào salad cà_chua đỡ ngán nha mì xào dòn dĩa lắm bao dòn tầm giá bon_hy,"[['RESTAURANT#GENERAL', 'positive'], ['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive'], ['RESTAURANT#PRICES', 'neutral']]","['RESTAURANT#GENERAL', 'FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'RESTAURANT#PRICES']","['positive', 'positive', 'positive', 'neutral']",1.0,1.0,-0.5,1.0,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2713,sushi lắm đi kêu,"[['FOOD#QUALITY', 'positive']]",['FOOD#QUALITY'],['positive'],-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2714,chỗ lắm kế hotel star v giá mắc mnguoi view ngoai trời ngắm pđb nè kiểu pub bar clasy lắm đồ ăn_ở mấy món pasta ngon lắm piza cũg ok piza p s nhe àh món gà xiên nướng cực_kì ngon peanut sauce bao thơm,"[['RESTAURANT#GENERAL', 'positive'], ['RESTAURANT#PRICES', 'neutral'], ['AMBIENCE#GENERAL', 'positive'], ['FOOD#QUALITY', 'positive']]","['RESTAURANT#GENERAL', 'RESTAURANT#PRICES', 'AMBIENCE#GENERAL', 'FOOD#QUALITY']","['positive', 'neutral', 'positive', 'positive']",-0.5,1.0,1.0,1.0,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2715,thiệt quán nhầm đại kêu lẩu_bò thập_cẩm,"[['SERVICE#GENERAL', 'negative']]",['SERVICE#GENERAL'],['negative'],-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2716,thiệt ráng mò đi người_ta quán nổi_tiếng tật đứng núi trông_núi tranh_thủ đi cảm_nhận nè không_gian ok hẻm nhe hẻm nằm đường phan_đăng lưu phan xích long yên_tâm chỗ xe nổi_tiếng đông lắm trưa tối bận hờ đợi né né cao_điểm đỡ mệt ha thức_ăn ngon nha_tô thập_cẩm bao_gồm thịt bò tái_trụng viên bò viên tôm xay trứng lòng_đào chả sợi bún sợi bánh_canh bột lọc dai dai trụng hơi mềm dai hơi buồn tí nước_dùng ăn_không mặn kiểu miền trung miền tây khen món hành nhắc chủ quán hớt khônh nổi món kèm món nổi_tiếng món mì gói muối ớt thức_ăn t_chang bún nha thịt_thà tô tô mì gói khô trộn muối ớt phục_vụ nóng_lòng vô_đây liên_tục chờ chờ nóng_lòng đói_bụng ghé chủ quen quen thứ_tự đàng_hoàng chờ vui_vẻ trường_hợp nhầm đừng nóng_tính nhắc khéo kinh_nghiệm chờ đi muối ớt chấm tủ gọi ly mía rau_má uống giá tô thập_cẩm nãy_giờ giá mì gói muối ớt độc_quyền giá k_ly hông đắt ok so_sánh thiệt quán gọn sạch_sẽ chủ đông chửi phục_vụ đồ ok đứa ham khám_phá kha_khá chỗ ghé đông chờ chết hẻm đối_diện bún dung ngon thì_có com tôm thịt bò giò sống trứng cút lòng_đào giá nhỉnh tí tầm giá chỗ eo_hẹp quán nổi_tiếng cạnh xe_nước mía k_tuỳ viết chi_tiết chê chỗ gợi_ý công_bằng tích_cực,"[['AMBIENCE#GENERAL', 'positive'], ['LOCATION#GENERAL', 'neutral'], ['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive'], ['SERVICE#GENERAL', 'neutral'], ['FOOD#PRICES', 'neutral'], ['DRINKS#PRICES', 'neutral'], ['RESTAURANT#GENERAL', 'neutral']]","['AMBIENCE#GENERAL', 'LOCATION#GENERAL', 'FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'SERVICE#GENERAL', 'FOOD#PRICES', 'DRINKS#PRICES', 'RESTAURANT#GENERAL']","['positive', 'neutral', 'positive', 'positive', 'neutral', 'neutral', 'neutral', 'neutral']",1.0,1.0,1.0,0.5,0.5,0.5,-0.5,0.5,-0.5,-0.5,0.5,-0.5
#2717,thiệt tình ghiền bún đậu ngon đậm chất bắc mặc_dù tối quán đông cực_kì bún đem bắt đợi quán hơi kèm đông hơi xíu kèm tiền hơi ghé mẹt bún ăn_giá giá,"[['FOOD#QUALITY', 'positive'], ['SERVICE#GENERAL', 'positive'], ['AMBIENCE#GENERAL', 'neutral'], ['RESTAURANT#GENERAL', 'positive'], ['FOOD#PRICES', 'neutral']]","['FOOD#QUALITY', 'SERVICE#GENERAL', 'AMBIENCE#GENERAL', 'RESTAURANT#GENERAL', 'FOOD#PRICES']","['positive', 'positive', 'neutral', 'positive', 'neutral']",-0.5,1.0,0.5,1.0,1.0,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2718,thịt bò mềm_ăn vừa_miệng khoai ngon giòn không_gian rộng_rãi thoáng mát nhân_viên phục_vụ hướng_dẫn_nhiệt_tình phàn combo giá giá đi chi giá credit alex_c,"[['FOOD#QUALITY', 'positive'], ['AMBIENCE#GENERAL', 'positive'], ['SERVICE#GENERAL', 'positive'], ['RESTAURANT#PRICES', 'neutral']]","['FOOD#QUALITY', 'AMBIENCE#GENERAL', 'SERVICE#GENERAL', 'RESTAURANT#PRICES']","['positive', 'positive', 'positive', 'neutral']",-0.5,1.0,1.0,-0.5,1.0,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2719,thịt bò mềm tẩm ướp miệng bánh_mì giòn hơi phân_biệt bò bít tết bò né,"[['FOOD#QUALITY', 'neutral']]",['FOOD#QUALITY'],['neutral'],-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
