Index,Review,Result,Aspect,Opinion,HOTEL#DESIGN&FEATURES,HOTEL#GENERAL,LOCATION#GENERAL,SERVICE#GENERAL,HOTEL#COMFORT,HOTEL#CLEANLINESS,FACILITIES#GENERAL,ROOMS#CLEANLINESS,ROOM_AMENITIES#COMFORT,ROOMS#COMFORT,FACILITIES#PRICES,ROOM_AMENITIES#GENERAL,DRINKS#STYLE&OPTIONS,ROOMS#PRICES,ROOMS#DESIGN&FEATURES,ROOMS#GENERAL,HOTEL#QUALITY,ROOMS#QUALITY,DRINKS#QUALITY,HOTEL#PRICES,FACILITIES#DESIGN&FEATURES,FACILITIES#QUALITY,ROOM_AMENITIES#QUALITY,ROOM_AMENITIES#CLEANLINESS,ROOM_AMENITIES#DESIGN&FEATURES,HOTEL#MISCELLANEOUS,DRINKS#PRICES,FACILITIES#COMFORT,DRINKS#MISCELLANEOUS,FACILITIES#CLEANLINESS,FACILITIES#MISCELLANEOUS,ROOMS#MISCELLANEOUS,ROOM_AMENITIES#MISCELLANEOUS
#2688,phòng tiện_nghi dịch_vụ chúc khách_sạn thành côngxin cám_ơn,"[['ROOMS#COMFORT', 'positive'], ['HOTEL#GENERAL', 'positive']]","['ROOMS#COMFORT', 'HOTEL#GENERAL']","['positive', 'positive']",-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2689,hài_lòng chất_lượng khách_sạn hơi món lựa_chọn nghỉ,"[['HOTEL#QUALITY', 'positive'], ['DRINKS#STYLE&OPTIONS', 'negative']]","['HOTEL#QUALITY', 'DRINKS#STYLE&OPTIONS']","['positive', 'negative']",-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2690,nhân_viên thái_độ vui_vẻ đa_dạng hợp_lý giá_cả,"[['SERVICE#GENERAL', 'positive'], ['DRINKS#STYLE&OPTIONS', 'positive'], ['HOTEL#PRICES', 'positive']]","['SERVICE#GENERAL', 'DRINKS#STYLE&OPTIONS', 'HOTEL#PRICES']","['positive', 'positive', 'positive']",-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2691,gia_đình hài_lòng dịch_vụ khách_sạn xài gòn quy_nhơn,"[['HOTEL#COMFORT', 'positive']]",['HOTEL#COMFORT'],['positive'],-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2692,khách_sạn thuận_tiện nghỉ_ngơi tận_hưởng không_khí trong_lành biển quy_nhơn dịch_vụ kèm phục_vụ chu_đáo internet dọn phòng hướng_dẫn,"[['LOCATION#GENERAL', 'positive'], ['FACILITIES#GENERAL', 'positive'], ['FACILITIES#QUALITY', 'positive'], ['DRINKS#STYLE&OPTIONS', 'positive'], ['SERVICE#GENERAL', 'positive']]","['LOCATION#GENERAL', 'FACILITIES#GENERAL', 'FACILITIES#QUALITY', 'DRINKS#STYLE&OPTIONS', 'SERVICE#GENERAL']","['positive', 'positive', 'positive', 'positive', 'positive']",-0.5,-0.5,1.0,1.0,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2693,mấy tham_quan quy_nhơn dịp tham_khảo khách_sạn khách_sạn xài gòn quy_nhơn khách_sạn quy_nhơn đối_diện khách_sạn băng đoạn đường b atildei tắm an_toàn dọc đường nguyễn_huệ khách_sạn quán hải_sản nổi_tiếng ngon rẻ khách_sạn gòn quy_nhơn nb sản_phẩm tiết_kiệm tiền taxi đi quán hải_sản tối bờ biển tiếng sóng vỗ ngắm biển đêm cảm_giác tuyệt nhân_viên khách_sạn nhiệt_tình đồ bufet đa_dạng ngon_miệng khách_sạn xài gòn quy_nhơn vùng_đất cám_ơn chudu giúp kỳ nghỉ tuyệt_vời,"[['HOTEL#GENERAL', 'positive'], ['LOCATION#GENERAL', 'positive'], ['SERVICE#GENERAL', 'positive'], ['DRINKS#STYLE&OPTIONS', 'positive'], ['DRINKS#QUALITY', 'positive']]","['HOTEL#GENERAL', 'LOCATION#GENERAL', 'SERVICE#GENERAL', 'DRINKS#STYLE&OPTIONS', 'DRINKS#QUALITY']","['positive', 'positive', 'positive', 'positive', 'positive']",-0.5,1.0,1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2694,khách_sạn bờ biển đi dạo khu ẩm_thực hải_sản ngon rẻ khách_sạn,"[['LOCATION#GENERAL', 'positive'], ['HOTEL#GENERAL', 'positive']]","['LOCATION#GENERAL', 'HOTEL#GENERAL']","['positive', 'positive']",-0.5,1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2695,khách_sạn khu_vực tiền_sảnh hòa nhiệt_độ nóng khách_hàng sốc nhân_viên lễ_tân bộ_phận thể_hiện thân_thiện cới khách_hàng chất_lượng phòng bình_thường phòng nb sản_phẩm trà cà fe khách_sạn nghiên_cứu thiện_cảm khách_sạn trang_bị phòng bình đun siêu_tốc sảng vòi chảy đen bẩn chảy gọi điện lễ_tân khách_sạn kiểm_tra hệ_thống bể đường_dẫn bố_trí phòng mua chudu tầng tầng gia_đình phòng tầng phòng cửa tòa bếp khách_sạn chẳng,"[['HOTEL#DESIGN&FEATURES', 'negative'], ['HOTEL#COMFORT', 'negative'], ['SERVICE#GENERAL', 'negative'], ['ROOMS#QUALITY', 'neutral'], ['DRINKS#STYLE&OPTIONS', ' negative'], ['ROOM_AMENITIES#DESIGN&FEATURES', 'negative'], ['ROOMS#DESIGN&FEATURES', 'negative']]","['HOTEL#DESIGN&FEATURES', 'HOTEL#COMFORT', 'SERVICE#GENERAL', 'ROOMS#QUALITY', 'DRINKS#STYLE&OPTIONS', 'ROOM_AMENITIES#DESIGN&FEATURES', 'ROOMS#DESIGN&FEATURES']","['negative', 'negative', 'negative', 'neutral', ' negative', 'negative', 'negative']",-1.0,-0.5,-0.5,-1.0,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5,-0.5,-1.0,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2696,giá vnđ ok,"[['HOTEL#GENERAL', 'positive'], ['HOTEL#PRICES', 'positive']]","['HOTEL#GENERAL', 'HOTEL#PRICES']","['positive', 'positive']",-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2697,phục_vụ ân_cần vui_vẻ,"[['HOTEL#GENERAL', 'positive'], ['SERVICE#GENERAL', 'positive']]","['HOTEL#GENERAL', 'SERVICE#GENERAL']","['positive', 'positive']",-0.5,1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2698,địa_điểm đẹp trang_trí nội_thất cao_cấp phục_vụ vui_vẻ ân_cần,"[['LOCATION#GENERAL', 'positive'], ['ROOM_AMENITIES#QUALITY', 'positive'], ['SERVICE#GENERAL', 'positive']]","['LOCATION#GENERAL', 'ROOM_AMENITIES#QUALITY', 'SERVICE#GENERAL']","['positive', 'positive', 'positive']",-0.5,-0.5,1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2699,nhân_viên dễ_thương tận_tình phòng đẹp rộng thoáng bufet hơi món hài_lòng khách_sạn dịp qui_nhơn khách_sạn cám_ơn chudu giúp phòng khách_sạn hài_lòng phòng chudu,"[['SERVICE#GENERAL', 'positive'], ['ROOMS#DESIGN&FEATURES', 'positive'], ['ROOMS#COMFORT', 'positive'], ['DRINKS#STYLE&OPTIONS', 'negative'], ['HOTEL#COMFORT', 'positive'], ['HOTEL#GENERAL', 'positive']]","['SERVICE#GENERAL', 'ROOMS#DESIGN&FEATURES', 'ROOMS#COMFORT', 'DRINKS#STYLE&OPTIONS', 'HOTEL#COMFORT', 'HOTEL#GENERAL']","['positive', 'positive', 'positive', 'negative', 'positive', 'positive']",-0.5,1.0,-0.5,1.0,1.0,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2700,khách_sạn nằm bờ sông thành_phố quy_nhơn phòng rộng ldquokhổng lồ rdquo trần thóang đồ trang_trí thiệt vẻ hơi cũ_kỹ điểm_tâm hợp_khẩu_vị lắm khách_sạn vắng yên_tĩnh quầy café tầm tuỵêt vời chỗ tối thức uống ngon nhân cực_kỳ thân_thiện vui_vẻ tripadvisor gecko perth,"[['LOCATION#GENERAL', 'positive'], ['ROOMS#DESIGN&FEATURES', 'positive'], ['ROOM_AMENITIES#GENERAL', 'negative'], ['DRINKS#QUALITY', 'neutral'], ['HOTEL#COMFORT', 'positive'], ['FACILITIES#GENERAL', 'positive'], ['FACILITIES#DESIGN&FEATURES', 'positive'], ['SERVICE#GENERAL', 'positive']]","['LOCATION#GENERAL', 'ROOMS#DESIGN&FEATURES', 'ROOM_AMENITIES#GENERAL', 'DRINKS#QUALITY', 'HOTEL#COMFORT', 'FACILITIES#GENERAL', 'FACILITIES#DESIGN&FEATURES', 'SERVICE#GENERAL']","['positive', 'positive', 'negative', 'neutral', 'positive', 'positive', 'positive', 'positive']",-0.5,-0.5,1.0,1.0,1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2701,mặc_dù qui_nhơn nóng_lòng rời nhân_viên khách_sạn xài gòn quy_nhơn thân_thiện giúp_đỡ rời quy_nhơn hôm mặc_dù phòng khách_sạn hôm nụ cười vui_vẻ guơng mặt h atildey khách_sạn nghỉ_chân quy_nhơn dịch_vụ ý_nghĩa tripadvisor rumpolete,"[['SERVICE#GENERAL', 'positive'], ['HOTEL#GENERAL', 'positive']]","['SERVICE#GENERAL', 'HOTEL#GENERAL']","['positive', 'positive']",-0.5,1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2702,phòng_ốc sạch_sẽ nhân_viên lễ_tân vui_vẻ thân_thiện nội_thất phòng đầy_đủ tiện_nghi khách_sạn trung_tâm thành_phố quy_nhơn,"[['ROOMS#CLEANLINESS', 'positive'], ['SERVICE#GENERAL', 'positive'], ['ROOM_AMENITIES#GENERAL', 'positive'], ['ROOM_AMENITIES#COMFORT', 'positive'], ['LOCATION#GENERAL', 'positive']]","['ROOMS#CLEANLINESS', 'SERVICE#GENERAL', 'ROOM_AMENITIES#GENERAL', 'ROOM_AMENITIES#COMFORT', 'LOCATION#GENERAL']","['positive', 'positive', 'positive', 'positive', 'positive']",-0.5,-0.5,1.0,1.0,-0.5,-0.5,-0.5,1.0,1.0,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2703,ổn thông_tin sale lễ_tân khách_sạn thống_nhất làm_khách phòng chậm chút khách_sạn ok,"[['HOTEL#GENERAL', 'positive'], ['HOTEL#MISCELLANEOUS', 'negative']]","['HOTEL#GENERAL', 'HOTEL#MISCELLANEOUS']","['positive', 'negative']",-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2704,quy_nhơn khách_sạn xài gòn quy nhơn trung_tâm thuận_tiện ăn_uống con_gái khách_sạn đàn piano cháu thư_giãn,"[['HOTEL#COMFORT', 'positive'], ['LOCATION#GENERAL', 'positive'], ['FACILITIES#DESIGN&FEATURES', 'positive']]","['HOTEL#COMFORT', 'LOCATION#GENERAL', 'FACILITIES#DESIGN&FEATURES']","['positive', 'positive', 'positive']",-0.5,-0.5,1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2705,thuê phòng khách_sạn xài gòn quy_nhơn quy_nhơn phòng hướng biển rộng_rãi đi đi chợ tiện bể_bơi tương_đối trẻ_con chiều_tối tắm biển ban_ngày vầy bể_bơi chả đi nhược_điểm là_hơi khu trung_tâm đi hơi tốn tiền taxi đi quy_nhơn,"[['ROOMS#DESIGN&FEATURES', 'positive'], ['LOCATION#GENERAL', 'neutral'], ['FACILITIES#DESIGN&FEATURES', 'positive'], ['HOTEL#GENERAL', 'positive']]","['ROOMS#DESIGN&FEATURES', 'LOCATION#GENERAL', 'FACILITIES#DESIGN&FEATURES', 'HOTEL#GENERAL']","['positive', 'neutral', 'positive', 'positive']",-0.5,1.0,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2706,nằm độc_lập khách_sạn nhà_hàng di_chuyển tiện quảng_trường rộng thoáng phòng nghỉ rộng lễ_tân nhẹ_nhàng dọn phòng phục_vụ nhà_hàng tận_tình chiều phong_phú ngon_miệng mytour gia_đình,"[['LOCATION#GENERAL', 'positive'], ['HOTEL#DESIGN&FEATURES', 'positive'], ['ROOMS#DESIGN&FEATURES', 'positive'], ['SERVICE#GENERAL', 'positive'], ['DRINKS#STYLE&OPTIONS', 'positive'], ['DRINKS#QUALITY', 'positive']]","['LOCATION#GENERAL', 'HOTEL#DESIGN&FEATURES', 'ROOMS#DESIGN&FEATURES', 'SERVICE#GENERAL', 'DRINKS#STYLE&OPTIONS', 'DRINKS#QUALITY']","['positive', 'positive', 'positive', 'positive', 'positive', 'positive']",1.0,-0.5,1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,1.0,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2707,phòng giường rộng_rãi mùi ẩm_mốc hình_như đặc_trưng qui_nhơn hoàng_yến cảm_giác mùi biển đi dịp bão bơi hồ bơi sạch_sẽ băng đường biển chỗ đậu xe thuận_tiện thoải_mái bufet ngon đắng khách_sạn giá phòng hợp_lý,"[['ROOMS#DESIGN&FEATURES', 'positive'], ['ROOM_AMENITIES#DESIGN&FEATURES', 'positive'], ['ROOMS#CLEANLINESS', 'negative'], ['FACILITIES#CLEANLINESS', 'positive'], ['FACILITIES#COMFORT', 'positive'], ['DRINKS#QUALITY', 'negative'], ['ROOMS#PRICES', 'positive']]","['ROOMS#DESIGN&FEATURES', 'ROOM_AMENITIES#DESIGN&FEATURES', 'ROOMS#CLEANLINESS', 'FACILITIES#CLEANLINESS', 'FACILITIES#COMFORT', 'DRINKS#QUALITY', 'ROOMS#PRICES']","['positive', 'positive', 'negative', 'positive', 'positive', 'negative', 'positive']",-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,1.0,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,1.0,-0.5,1.0,-0.5,-0.5,-0.5
#2708,phòng đẹp sạch_sẽ thái_độ nhân_viên phục_vụ mytour phòng đêm giá,"[['ROOMS#DESIGN&FEATURES', 'positive'], ['ROOMS#CLEANLINESS', 'positive'], ['SERVICE#GENERAL', 'positive']]","['ROOMS#DESIGN&FEATURES', 'ROOMS#CLEANLINESS', 'SERVICE#GENERAL']","['positive', 'positive', 'positive']",-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2709,mặt chất_lượng khách_sạn xài gòn quy_nhơn phòng sạch_sẽ đồ ngon_miệng đa_dạng thái_độ nhân_viên thân_thiện nhiệt_tình khách_sạn nằm khu_vực địa_thế khung_cảnh đẹp giá phòng khách_sạn gia_đình trở_lại,"[['HOTEL#QUALITY', 'positive'], ['ROOMS#CLEANLINESS', 'positive'], ['DRINKS#QUALITY', 'positive'], ['DRINKS#STYLE&OPTIONS', 'positive'], ['SERVICE#GENERAL', 'positive'], ['LOCATION#GENERAL', 'positive'], ['HOTEL#DESIGN&FEATURES', 'positive'], ['ROOMS#PRICES', 'positive'], ['HOTEL#GENERAL', 'positive']]","['HOTEL#QUALITY', 'ROOMS#CLEANLINESS', 'DRINKS#QUALITY', 'DRINKS#STYLE&OPTIONS', 'SERVICE#GENERAL', 'LOCATION#GENERAL', 'HOTEL#DESIGN&FEATURES', 'ROOMS#PRICES', 'HOTEL#GENERAL']","['positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive']",1.0,1.0,1.0,1.0,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,1.0,1.0,-0.5,-0.5,1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2710,phòng ok rộng chăn ga gối sạch lắm vết ố bufet ngon bufet món đồ uống hợp_lý lắm,"[['ROOMS#GENERAL', 'positive'], ['ROOMS#DESIGN&FEATURES', 'positive'], ['ROOM_AMENITIES#CLEANLINESS', 'negative'], ['DRINKS#QUALITY', 'positive'], ['DRINKS#MISCELLANEOUS', 'negative']]","['ROOMS#GENERAL', 'ROOMS#DESIGN&FEATURES', 'ROOM_AMENITIES#CLEANLINESS', 'DRINKS#QUALITY', 'DRINKS#MISCELLANEOUS']","['positive', 'positive', 'negative', 'positive', 'negative']",-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,1.0,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5
#2711,khách_sạn đẹp sạch_sẽ hài_lòng nghỉ,"[['HOTEL#DESIGN&FEATURES', 'positive'], ['HOTEL#CLEANLINESS', 'positive'], ['HOTEL#COMFORT', 'positive']]","['HOTEL#DESIGN&FEATURES', 'HOTEL#CLEANLINESS', 'HOTEL#COMFORT']","['positive', 'positive', 'positive']",1.0,-0.5,-0.5,-0.5,1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2712,nhân_viên dễ_thương tận_tình phòng đẹp rộng thoáng bufet hơi món hài_lòng khách_sạn dịp qui_nhơn khách_sạn hài_lòng phòng mytour,"[['SERVICE#GENERAL', 'positive'], ['ROOMS#DESIGN&FEATURES', 'positive'], ['ROOMS#COMFORT', 'positive'], ['DRINKS#STYLE&OPTIONS', 'negative'], ['HOTEL#COMFORT', 'positive'], ['HOTEL#GENERAL', 'positive']]","['SERVICE#GENERAL', 'ROOMS#DESIGN&FEATURES', 'ROOMS#COMFORT', 'DRINKS#STYLE&OPTIONS', 'HOTEL#COMFORT', 'HOTEL#GENERAL']","['positive', 'positive', 'positive', 'negative', 'positive', 'positive']",-0.5,1.0,-0.5,1.0,1.0,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2713,đêm thành_phố quy_nhơn thanh_bình thân_thiện khách_sạn xài gòn quy_nhơn trang_bị sạch_sẽ view đẹp nhân_viên nhiệt_tình sẵn_sàng hướng_dẫn khách_hàng bufet món,"[['HOTEL#QUALITY', 'positive'], ['HOTEL#CLEANLINESS', 'positive'], ['HOTEL#GENERAL', 'positive'], ['SERVICE#GENERAL', 'positive'], ['DRINKS#STYLE&OPTIONS', 'positive'], ['DRINKS#QUALITY', 'positive']]","['HOTEL#QUALITY', 'HOTEL#CLEANLINESS', 'HOTEL#GENERAL', 'SERVICE#GENERAL', 'DRINKS#STYLE&OPTIONS', 'DRINKS#QUALITY']","['positive', 'positive', 'positive', 'positive', 'positive', 'positive']",-0.5,1.0,-0.5,1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2714,khách_sạn đẹp nằm cạnh bờ biển nhân_viên khách_sạn thân_thiện nhà_hàng_phục_vụ thức_ăn ngon giá_cả sẻ trở_lại khách_sạn,"[['LOCATION#GENERAL', 'positive'], ['SERVICE#GENERAL', 'positive'], ['DRINKS#STYLE&OPTIONS', 'positive'], ['DRINKS#QUALITY', 'positive'], ['DRINKS#PRICES', 'positive'], ['HOTEL#GENERAL', 'positive']]","['LOCATION#GENERAL', 'SERVICE#GENERAL', 'DRINKS#STYLE&OPTIONS', 'DRINKS#QUALITY', 'DRINKS#PRICES', 'HOTEL#GENERAL']","['positive', 'positive', 'positive', 'positive', 'positive', 'positive']",-0.5,1.0,1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2715,hài_lòng dịch_vụ khách_sạn xài gòn quy_nhơn,"[['HOTEL#COMFORT', 'positive']]",['HOTEL#COMFORT'],['positive'],-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2716,ho boi đẹp nhung bi phan_biet doi xu tra them tien thi duoc ngoi duoc sap xep khan day du thi phai tu lo giong nhu_cac khach san khac khu vuc ho boi khach nao cung nhu phong moi sach va đẹp co kids and ten club,"[['FACILITIES#DESIGN&FEATURES', 'positive'], ['FACILITIES#COMFORT', 'negative'], ['ROOMS#DESIGN&FEATURES', 'positive'], ['ROOMS#CLEANLINESS', 'positive']]","['FACILITIES#DESIGN&FEATURES', 'FACILITIES#COMFORT', 'ROOMS#DESIGN&FEATURES', 'ROOMS#CLEANLINESS']","['positive', 'negative', 'positive', 'positive']",-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5
#2717,check in cham an co lua chon xung_quanh ho boi tu tung buoi toi nhieu muoi,"[['SERVICE#GENERAL', 'negative'], ['DRINKS#STYLE&OPTIONS', 'negative'], ['FACILITIES#DESIGN&FEATURES', 'negative'], ['HOTEL#CLEANLINESS', 'negative']]","['SERVICE#GENERAL', 'DRINKS#STYLE&OPTIONS', 'FACILITIES#DESIGN&FEATURES', 'HOTEL#CLEANLINESS']","['negative', 'negative', 'negative', 'negative']",-0.5,-0.5,-0.5,-1.0,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2718,đi casino vui,"[['FACILITIES#COMFORT', 'negative']]",['FACILITIES#COMFORT'],['negative'],-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5
